"ID","workplace.belonging_1","workplace.belonging_2","workplace.belonging_3","workplace.belonging_4","workplace.belonging_5","workplace.belonging_6","biology.belonging_1","biology.belonging_2","biology.belonging_3","biology.belonging_4","biology.belonging_5","biology.belonging_6","climate_campus","climate_dept","climate_lab","climate_student","climate_teach","gender","race","lgbtq","lgbtq.discrim._1","lgbtq.discrim._2","lgbtq.discrim._3","lgbtq.discrim._4","lgbtq.climate_1","lgbtq.climate_2","lgbtq.climate_3","lgbtq.climate_4","lgbtq.climate_5","lgbtq.climate_6","lgbtq.climate2_1","lgbtq.climate2_2","lgbtq.climate2_3","lgbtq.climate2_4","lgbtq.climate2_5","lgbtq.climate2_6","lbtq.climate3_1","lbtq.climate3_2","lbtq.climate3_3","lbtq.climate3_4","lbtq.climate3_5","lbtq.climate3_6","lbtq.climate3_7","lbtq.climate3_8","outness_friends","outness_immediatefam","outness_extendedfam","outness_coworkers","outness_lab","outness_gradcourse","outness_undergrads","outness_broadly","personal_eb_work","personal_eb_outside","other_eb","workplace_sob_mean","biology_sob_mean","workplace_fom_mean","biology_fom_mean","lgbtq.discrim_mean","climate_inclusion_mean","climate_exclusion_mean","race2","gender2","lgbtq2","lgbq","tgnc","job2","region"
936,10,10,10,10,10,9,9,8,8,9,9,9,"very comfortable","comfortable","very comfortable",NA,"very comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,8.33333333333333,9.66666666666667,9,NA,NA,NA,"white","man","no",NA,NA,"faculty","midwestUS"
937,9,9,9,9,9,9,7,7,7,6,7,7,"very comfortable","very comfortable","very comfortable","very comfortable","very comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9,7,9,6.66666666666667,NA,NA,NA,"white","woman","no",NA,NA,"faculty","midwestUS"
939,7,8,8,7,7,3,8,8,8,10,10,10,"comfortable","comfortable","very comfortable",NA,"comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",7.66666666666667,8,5.66666666666667,10,NA,NA,NA,"white","woman","no",NA,NA,"faculty","northeastUS"
940,10,10,10,7,9,4,8,10,8,10,10,8,"very comfortable","very comfortable","very comfortable",NA,"very comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,8.66666666666667,6.66666666666667,9.33333333333333,NA,NA,NA,"white","man","no",NA,NA,"faculty","northeastUS"
941,6,6,6,7,7,5,NA,NA,NA,NA,NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",6,NA,6.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,4,4,6,5,5,4,9,8,8,10,10,10,"comfortable","neutral","uncomfortable","very comfortable",NA,"Man","White","Yes",5,5,5,2,4,3,2,4,4,1,4,4,1,1,4,3,2,4,1,3,4,2,3,4,"Out to some","Not out","Not out","Not out","Not out",NA,NA,"Out to a few","no","yes","no",4.66666666666667,8.33333333333333,4.66666666666667,10,4.25,3.58333333333333,1.875,"white","man","yes","yes","no","grad_student","southeastUS"
944,9,9,10,9,8,7,10,10,10,10,9,10,"very comfortable","neutral","very comfortable",NA,"very comfortable","Man","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9.33333333333333,10,8,9.66666666666667,NA,NA,NA,"asian","man","no",NA,NA,"faculty",NA
945,5,5,5,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,"Man","Other (please describe)","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",5,10,10,10,NA,NA,NA,"other","man","no",NA,NA,"other","westUS"
947,5,5,5,2,1,1,8,8,9,10,10,10,"neutral","neutral","neutral","neutral","neutral","Man","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",5,8.33333333333333,1.33333333333333,10,NA,NA,NA,"asian","man","no",NA,NA,"grad_student","midwestUS"
950,1,2,1,0,0,0,2,3,3,4,4,2,"uncomfortable","uncomfortable","comfortable",NA,"comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",1.33333333333333,2.66666666666667,0,3.33333333333333,NA,NA,NA,"white","woman","no",NA,NA,"faculty","northeastUS"
951,2,2,2,0,3,0,6,6,6,7,7,8,"comfortable","uncomfortable","comfortable",NA,"comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",2,6,1,7.33333333333333,NA,NA,NA,"white","man","no",NA,NA,"faculty","westUS"
952,10,10,10,10,10,10,5,5,5,5,5,5,"very comfortable","very comfortable","very comfortable",NA,"very comfortable","Man","Hispanic, Latin*, or Spanish origin","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,5,10,5,NA,NA,NA,"latinx","man","no",NA,NA,"faculty",NA
954,8,9,9,9,9,8,8,8,8,8,8,5,"comfortable","comfortable","comfortable",NA,"comfortable","Man","Hispanic, Latin*, or Spanish origin","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8.66666666666667,8,8.66666666666667,7,NA,NA,NA,"latinx","man","no",NA,NA,"faculty","outsideUS"
955,5,1,0,2,6,3,0,0,0,0,0,0,"comfortable","uncomfortable","very comfortable","uncomfortable",NA,"Non-binary or gender fluid","Other (please describe)","Yes",1,1,2,1,3,5,2,3,4,5,4,4,5,4,5,4,5,3,1,1,3,3,4,4,"Out","Not out","Not out","Out","Out",NA,NA,"Not out","yes","no","no",2,0,3.66666666666667,0,1.25,3.33333333333333,4,"other","nonbinary/genderfluid","yes","yes","yes","grad_student","outsideUS"
956,9,9,8,10,10,10,10,9,9,10,10,10,"very comfortable","comfortable","comfortable",NA,NA,"Woman","Hispanic, Latin*, or Spanish origin","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8.66666666666667,9.33333333333333,10,10,NA,NA,NA,"latinx","woman","no",NA,NA,"postdoc","outsideUS"
957,2,1,1,0,0,2,10,10,10,10,10,9,"comfortable","very uncomfortable","very comfortable",NA,"comfortable","Man","Asian","Yes",4,4,4,2,3,3,4,4,4,3,4,4,2,1,5,4,3,4,2,4,4,2,4,4,"Out","Out","Out","Out","Out",NA,"Out","Out","yes","no","yes",1.33333333333333,10,0.666666666666667,9.66666666666667,3.5,4,2.5,"asian","man","yes","yes","no","postdoc","northeastUS"
958,6,9,7,8,8,10,7,10,8,8,10,9,"neutral","comfortable","very comfortable",NA,NA,"Man","Hispanic, Latin*, or Spanish origin","Yes",4,4,5,1,4,3,2,4,2,2,4,3,3,2,4,1,2,4,2,4,3,3,3,4,"Out to most","Out","Out","Out to most","Out to most",NA,NA,"Out to some","no","no","no",7.33333333333333,8.33333333333333,8.66666666666667,9,3.5,3.25,2.5,"latinx","man","yes","yes","no","faculty","westUS"
959,10,10,10,10,10,10,8,8,8,8,8,8,"very comfortable","very comfortable","very comfortable",NA,NA,"Woman","Asian","Yes",2,2,2,2,5,1,4,4,4,2,4,3,2,2,5,3,2,4,2,4,4,2,4,4,"Out","Out to most","Out to most","Out","Out","Out","Out","Out","no","no","no",10,8,10,8,2,4.08333333333333,2,"asian","woman","yes","yes","yes","faculty","northeastUS"
960,7,6,7,3,4,0,9,7,7,9,10,10,"uncomfortable","uncomfortable","comfortable",NA,NA,"Man","White","Yes",4,5,5,5,4,2,4,4,3,2,4,2,2,2,4,3,2,2,2,3,3,3,3,4,"Out to some","Out to some","Out to a few","Not out","Out to some",NA,NA,"Out to some","no","no","yes",6.66666666666667,7.66666666666667,2.33333333333333,9.66666666666667,4.75,3.41666666666667,2.125,"white","man","yes","yes","no","staff","outsideUS"
961,4,4,6,7,4,5,7,7,7,9,9,9,"neutral","neutral","comfortable","comfortable","comfortable","Woman","White","Yes",3,3,1,1,2,4,2,2,2,4,3,4,4,2,4,2,4,2,2,3,3,3,2,2,"Out","Not out","Not out","Out to most","Out","Out","Not out","Out to some","yes","yes","yes",4.66666666666667,7,5.33333333333333,9,2,2.41666666666667,3.375,"white","woman","yes","yes","no","grad_student","outsideUS"
963,9,9,10,10,10,8,5,5,5,5,5,5,"comfortable","very comfortable","very comfortable",NA,"very comfortable","Man","Hispanic, Latin*, or Spanish origin","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9.33333333333333,5,9.33333333333333,5,NA,NA,NA,"latinx","man","no",NA,NA,"faculty","northeastUS"
964,5,5,5,8,8,5,8,8,8,8,8,5,"neutral","comfortable","comfortable","comfortable",NA,"Woman","Hispanic, Latin*, or Spanish origin","Yes",4,4,4,3,3,2,3,4,3,2,4,1,1,1,4,3,1,5,1,4,4,1,4,4,"Out to some","Out to a few","Not out","Out to most","Out to most",NA,NA,"Out to some","no","no","no",5,8,7,7,3.75,3.75,1.25,"latinx","woman","yes","yes","no","grad_student",NA
965,7,6,7,5,5,3,9,9,9,9,9,10,"comfortable","neutral","very comfortable",NA,"comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",6.66666666666667,9,4.33333333333333,9.33333333333333,NA,NA,NA,"white","man","no",NA,NA,"faculty","outsideUS"
966,9,8,6,5,5,0,7,7,6,3,8,7,"comfortable","comfortable","comfortable",NA,"comfortable","Woman","Hispanic, Latin*, or Spanish origin","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",7.66666666666667,6.66666666666667,3.33333333333333,6,NA,NA,NA,"latinx","woman","no",NA,NA,"faculty","southeastUS"
967,8,7,8,8,8,9,8,8,8,8,8,8,"comfortable","comfortable","very comfortable",NA,NA,"Woman","Other (please describe)","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",7.66666666666667,8,8.33333333333333,8,NA,NA,NA,"other","woman","no",NA,NA,"faculty","outsideUS"
968,9,10,10,9,9,8,8,9,10,8,10,9,"comfortable","comfortable","very comfortable",NA,"comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9.66666666666667,9,8.66666666666667,9,NA,NA,NA,"white","man","no",NA,NA,"faculty","outsideUS"
969,10,10,10,7,8,3,10,10,10,7,10,8,"comfortable","comfortable","very comfortable",NA,"very comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,10,6,8.33333333333333,NA,NA,NA,"white","woman","no",NA,NA,"staff","midwestUS"
970,5,6,6,6,8,5,9,9,9,9,9,5,"neutral","neutral","very comfortable",NA,NA,"Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",5.66666666666667,9,6.33333333333333,7.66666666666667,NA,NA,NA,"white","woman","no",NA,NA,"staff","northeastUS"
971,9,9,9,8,7,7,7,7,7,7,7,7,"comfortable","very comfortable","comfortable",NA,"very comfortable","Man","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9,7,7.33333333333333,7,NA,NA,NA,"asian","man","no",NA,NA,"faculty","midwestUS"
975,8,8,8,8,8,8,8,8,8,10,10,10,"very comfortable","very comfortable","neutral","very comfortable",NA,"Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,8,8,10,NA,NA,NA,"white","woman","no",NA,NA,"faculty","northeastUS"
1000,10,10,10,10,10,10,8,8,8,8,8,8,"very comfortable","very comfortable","very comfortable",NA,"very comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,8,10,8,NA,NA,NA,"white","woman","no",NA,NA,"faculty","westUS"
1001,0,6,8,4,0,4,8,8,8,10,10,10,"uncomfortable","very uncomfortable","very comfortable",NA,"very comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",4.66666666666667,8,2.66666666666667,10,NA,NA,NA,"white","woman","no",NA,NA,"faculty","northeastUS"
1002,10,10,10,10,10,10,10,10,10,10,10,10,"very comfortable","very comfortable","very comfortable",NA,NA,"Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,10,10,10,NA,NA,NA,"white","woman","no",NA,NA,"other","westUS"
1003,6,6,6,10,10,8,6,6,6,9,9,6,"comfortable","neutral","very comfortable",NA,"comfortable","Woman","More than one race/ethnicity","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",6,6,9.33333333333333,8,NA,NA,NA,"other","woman","no",NA,NA,"faculty","midwestUS"
1006,4,6,10,1,4,1,5,5,5,5,5,5,"uncomfortable","uncomfortable","very comfortable",NA,"comfortable","Decline to state","Decline to state","Decline to state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",6.66666666666667,5,2,5,NA,NA,NA,NA,"decline",NA,NA,NA,NA,NA
1009,3,2,3,4,4,6,2,3,6,5,5,6,"very uncomfortable","very uncomfortable","comfortable","very uncomfortable","very uncomfortable","A gender that is not listed","White","Yes",1,1,1,1,1,4,1,2,1,4,1,5,5,5,4,2,4,1,5,3,2,4,2,3,"Out","Out",NA,"Out","Out","Out","Out","Out","yes","yes","yes",2.66666666666667,3.66666666666667,4.66666666666667,5.33333333333333,1,1.91666666666667,4.5,"white","nonbinary/genderfluid","yes","yes","yes","grad_student","outsideUS"
1010,7,7,7,8,7,8,7,7,7,8,8,5,"comfortable","very comfortable","comfortable",NA,NA,"Decline to state","More than one race/ethnicity","Yes",1,1,4,1,3,2,3,2,1,3,3,4,4,3,3,3,4,2,3,4,3,3,3,3,"Out to most","Out to a few","Out to a few","Out to a few","Out to a few",NA,NA,"Not out","no","yes","yes",7,7,7.66666666666667,7,1.75,2.75,3.25,"other","decline","yes","yes",NA,"grad_student","midwestUS"
1012,9,9,9,9,9,9,6,6,6,6,6,5,"comfortable","very uncomfortable","very uncomfortable",NA,"comfortable","Woman","White","Yes",6,5,6,6,4,2,3,4,2,1,4,2,1,1,5,4,2,3,2,5,4,2,3,5,"Out to some","Out","Out to some","Not out","Not out","Not out","Not out",NA,"no","no","no",9,6,9,5.66666666666667,5.75,3.83333333333333,1.625,"white","woman","yes","yes","no","faculty","northeastUS"
1019,7,9,9,8,6,5,8,6,6,6,6,5,"comfortable","comfortable","very comfortable",NA,"comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8.33333333333333,6.66666666666667,6.33333333333333,5.66666666666667,NA,NA,NA,"white","woman","no",NA,NA,"faculty","midwestUS"
1020,8,8,7,9,9,8,6,NA,7,7,8,5,"comfortable","very comfortable","very comfortable",NA,"comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",7.66666666666667,6.5,8.66666666666667,6.66666666666667,NA,NA,NA,"white","man","no",NA,NA,"faculty",NA
1022,10,10,10,10,10,10,8,8,8,8,8,6,"very comfortable","very comfortable","very comfortable",NA,NA,"Woman","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,8,10,7.33333333333333,NA,NA,NA,"asian","woman","no",NA,NA,"postdoc","southeastUS"
1023,7,9,8,8,8,8,7,8,8,8,8,8,"uncomfortable","neutral","comfortable",NA,"very comfortable","Woman","Hispanic, Latin*, or Spanish origin","Yes",4,5,4,4,5,1,4,5,4,1,5,3,4,2,5,4,1,4,1,4,4,2,4,5,"Out","Out","Out to some","Out",NA,NA,"Out","Out","no","no","no",8,7.66666666666667,8,8,4.25,4.41666666666667,1.875,"latinx","woman","yes","yes","yes","faculty","westUS"
1025,2,2,2,2,2,1,4,3,3,4,3,2,"neutral","uncomfortable","comfortable",NA,"neutral","Man","Hispanic, Latin*, or Spanish origin","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",2,3.33333333333333,1.66666666666667,3,NA,NA,NA,"latinx","man","no",NA,NA,"faculty","midwestUS"
1026,4,6,8,6,7,3,9,9,9,9,10,5,"comfortable","neutral",NA,NA,NA,"Woman","White","Yes",5,5,4,4,4,2,4,3,3,2,NA,2,2,2,5,3,2,3,2,3,3,2,3,4,"Out to most","Not out","Not out","Out to a few",NA,NA,NA,NA,"no","no","no",6,9,5.33333333333333,8,4.5,3.45454545454545,2,"white","woman","yes","yes","no","industry","westUS"
1027,9,8,8,9,9,7,NA,NA,NA,NA,NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8.33333333333333,NA,8.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1029,9,10,9,9,9,8,8,8,8,8,8,7,"comfortable","uncomfortable","very comfortable","comfortable","very comfortable","Man","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9.33333333333333,8,8.66666666666667,7.66666666666667,NA,NA,NA,"asian","man","no",NA,NA,"faculty","outsideUS"
1038,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1040,6,6,6,8,8,7,8,8,8,8,8,8,"comfortable","comfortable","comfortable",NA,NA,"Woman","Black or African American","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",6,8,7.66666666666667,8,NA,NA,NA,"other","woman","no",NA,NA,"industry","northeastUS"
1042,6,7,6,4,5,4,9,9,9,9,9,8,"neutral","neutral","comfortable",NA,"comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",6.33333333333333,9,4.33333333333333,8.66666666666667,NA,NA,NA,"white","woman","no",NA,NA,"faculty","northeastUS"
1043,10,10,10,9,9,9,5,6,6,5,6,5,"comfortable","comfortable","very comfortable",NA,NA,"Decline to state","Decline to state","Decline to state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,5.66666666666667,9,5.33333333333333,NA,NA,NA,NA,"decline",NA,NA,NA,"industry","southeastUS"
1045,6,6,6,5,8,5,7,7,7,7,7,7,"comfortable","very comfortable","very comfortable",NA,NA,"Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",6,7,6,7,NA,NA,NA,"white","woman","no",NA,NA,"government",NA
1046,10,10,10,10,10,9,9,9,10,10,10,10,"comfortable","very comfortable","very comfortable",NA,NA,"Man","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,9.33333333333333,9.66666666666667,10,NA,NA,NA,"asian","man","no",NA,NA,"postdoc","westUS"
1050,9,8,7,9,8,9,8,8,9,9,9,9,"very comfortable","comfortable","very comfortable",NA,"very comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,8.33333333333333,8.66666666666667,9,NA,NA,NA,"white","woman","no",NA,NA,"faculty","midwestUS"
1051,7,8,9,7,8,7,9,9,6,10,10,8,"comfortable","neutral","very comfortable","comfortable","comfortable","Non-binary or gender fluid","White","Yes",5,6,7,4,4,2,4,4,3,1,4,2,1,1,5,4,2,4,1,4,4,2,4,5,"Out to most","Out to a few","Not out","Out to some","Out to a few",NA,"Not out","Not out","no","no","no",8,8,7.33333333333333,9.33333333333333,5.5,4.08333333333333,1.5,"white","nonbinary/genderfluid","yes","yes","yes","grad_student","northeastUS"
1052,6,6,7,8,7,6,6,5,7,7,7,5,"comfortable","comfortable","very comfortable",NA,NA,"Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",6.33333333333333,6,7,6.33333333333333,NA,NA,NA,"white","man","no",NA,NA,"staff","northeastUS"
1053,8,8,8,6,7,5,9,9,9,9,9,9,"comfortable","comfortable","very comfortable",NA,"very comfortable","Woman","White","Yes",3,3,5,3,4,2,3,4,3,2,4,4,2,2,5,4,2,3,3,4,4,3,4,5,"Out to some","Out to some","Out to some","Out to some","Out to most","Out to some","Not out","Out to a few","no","no","no",8,9,6,9,3.5,3.91666666666667,2.5,"white","woman","yes","yes","no","faculty","westUS"
1055,9,9,9,10,10,9,9,9,9,10,10,10,"very comfortable","very comfortable","comfortable",NA,NA,"Man","Asian","Yes",6,6,6,4,4,3,2,4,3,2,4,3,2,2,4,3,3,4,2,4,4,2,2,4,"Out to a few","Not out","Not out","Not out","Not out","Not out","Not out","Not out","no","no","no",9,9,9.66666666666667,10,5.5,3.5,2.375,"asian","man","yes","yes","no","postdoc","westUS"
1056,8,8,8,9,9,9,8,8,8,10,9,9,"very comfortable","very comfortable","very comfortable","very comfortable","very comfortable","Agender","White","Yes",2,2,3,2,4,2,4,4,4,2,4,2,2,2,5,4,2,4,2,4,4,2,4,4,"Out","Out","Out to most","Out","Out","Out","Out","Out","yes","yes","yes",8,8,9,9.33333333333333,2.25,4.08333333333333,2,"white","agender","yes","yes","yes","grad_student","midwestUS"
1058,8,8,8,8,8,8,10,10,10,10,10,10,"comfortable","comfortable","very comfortable",NA,"very comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,10,8,10,NA,NA,NA,"white","woman","no",NA,NA,"faculty","outsideUS"
1061,10,10,8,9,10,8,10,9,8,8,10,9,"comfortable","very comfortable","very comfortable","","comfortable","Man","White","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9.33333333333333,9,9,9,NA,NA,NA,"white","man",NA,NA,NA,"faculty","outsideUS"
1064,5,7,7,7,6,4,4,6,6,6,6,6,"neutral","neutral",NA,NA,NA,"Non-binary or gender fluid","More than one race/ethnicity","Yes",1,1,1,1,1,3,1,3,3,4,2,5,5,5,2,1,4,3,2,3,3,3,3,4,"Out","Out","Out to some","Out to some",NA,NA,NA,"Not out","yes","yes","yes",6.33333333333333,5.33333333333333,5.66666666666667,6,1,2.41666666666667,3.875,"other","nonbinary/genderfluid","yes","yes","yes","industry","outsideUS"
1065,9,9,9,9,9,9,4,8,8,3,8,6,"very comfortable","very comfortable","very comfortable","very comfortable",NA,"Man","White","Yes",3,4,5,5,5,2,3,4,5,1,5,3,1,2,5,4,2,3,1,4,4,2,3,3,"Out to some","Out to most","Not out","Out to a few","Out to some",NA,NA,"Not out","no","no","no",9,6.66666666666667,9,5.66666666666667,4.25,4,1.75,"white","man","yes","yes","no","grad_student","southeastUS"
1066,10,8,8,8,8,7,10,10,10,10,10,8,"comfortable","comfortable","very comfortable",NA,"neutral","Woman","White","Yes",3,3,3,3,4,2,4,4,4,2,4,2,2,2,4,4,2,4,2,4,4,2,4,4,"Out","Out","Out to most","Out to most","Out to most","Out to a few","Not out","Not out","no","no","yes",8.66666666666667,10,7.66666666666667,9.33333333333333,3,4,2,"white","woman","yes","yes","no","faculty","outsideUS"
1067,8,8,9,8,9,8,9,9,9,7,9,8,"very comfortable","very comfortable","very comfortable",NA,NA,"Man","White","Yes",2,3,6,3,4,1,4,4,4,1,4,2,4,2,5,4,2,4,2,4,3,1,4,4,"Out","Out","Out","Out","Out",NA,NA,"Out to a few","no","yes","no",8.33333333333333,9,8.33333333333333,8,3.5,4,1.875,"white","man","yes","yes","no","industry","northeastUS"
1068,10,10,10,7,7,5,10,10,10,10,10,10,"comfortable","uncomfortable","very comfortable",NA,"neutral","Man","Other (please describe)","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,10,6.33333333333333,10,NA,NA,NA,"other","man","no",NA,NA,"faculty","outsideUS"
