"ID","Progress","Finished","society.membership","subdiscipline","subdiscipline_28_TEXT","climate_campus","climate_dept","climate_lab","climate_teach","climate_student","climate.open","gender","gender_10_TEXT","race","race_7_TEXT","lgbtq","sexuality.specific","sexuality.specific_12_TEXT","gender.specific","gender.specific_4_TEXT","college.gen","college.gen_8_TEXT","disability","disability.specific","disability.specific_7_TEXT","job","job_10_TEXT","institution.type","country.reside","residence","immigration","lgbtq.climate_1","lgbtq.climate_2","lgbtq.climate_3","lgbtq.climate_4","lgbtq.climate_5","lgbtq.climate_6","lgbtq.climate2_1","lgbtq.climate2_2","lgbtq.climate2_3","lgbtq.climate2_4","lgbtq.climate2_5","lgbtq.climate2_6","lbtq.climate3_1","lbtq.climate3_2","lbtq.climate3_3","lbtq.climate3_4","lbtq.climate3_5","lbtq.climate3_6","lbtq.climate3_7","lbtq.climate3_8","outness_friends","outness_immediatefam","outness_extendedfam","outness_coworkers","outness_lab","outness_gradcourse","outness_undergrads","outness_broadly","personal_eb_work","other_eb","personal_eb_outside","society_included_lgbtq_open","workplace_included_lgbtq_open","workplace_sob_mean","biology_sob_mean","ascb_sob_mean","bps_sob_mean","gsa_sob_mean","isscr_sob_mean","saber_sob_mean","workplace_fom_mean","biology_fom_mean","ascb_fom_mean","bps_fom_mean","gsa_fom_mean","isscr_fom_mean","saber_fom_mean","lgbtq.discrim_mean","climate_inclusion_mean","climate_exclusion_mean","race2","gender2","gender3","lgbtq2","lgbq","tgnc","job2","region","gender4","genderbin","tgnc_all"
1192,100,"True","I am not currently associated with any of the above societies","Ecology,Entomology,Zoology","","very comfortable","very comfortable","very comfortable","very comfortable",NA,"","Woman","","White","","Yes","Lesbian or Gay","","Gender-queer or gender non-binary","","High school diploma or GED","","No","","","A full professor","","Master's college or university","United States of America","Northeastern US","Yes",5,2,4,4,3,2,4,4,1,1,5,5,1,5,1,5,5,1,5,5,"Out to most","Out","Out","Out","Out to most","Out to most","Out to some","Out","no","no","no","","",10,10,NA,NA,NA,NA,NA,8.66666666666667,10,NA,NA,NA,NA,NA,4,4.58333333333333,1.625,"white","woman","woman","yes","yes","yes","faculty","northeastUS","tgnc",NA,"yes"
1193,100,"True","I am not currently associated with any of the above societies","I do not identify as working within a sub-discipline of biology","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",10,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1194,100,"True","I am not currently associated with any of the above societies","Other, please describe","Pharmacology","comfortable","comfortable","very comfortable","comfortable",NA,"","Woman","","Asian","","Yes","Queer as it relates to my sexuality","","Cis-gender or I do not identify within the LGBTQ+ community as it relates to my gender identity","","Higher than a Master’s degree (for example: PhD, MD, JD)","","No","","","An assistant professor","","R1 doctoral university","United States of America","Midwestern US","Yes",3,3,2,3,2,3,3,4,4,3,5,4,3,2,4,3,3,4,4,4,"Out","Out","Out","Out to most","Out",NA,NA,"Out to most","no","yes","no","","",8,5.66666666666667,NA,NA,NA,NA,NA,8.66666666666667,6.33333333333333,NA,NA,NA,NA,NA,2.75,3.16666666666667,3.5,"asian","woman","woman","yes","yes","no","faculty","midwestUS","ciswoman","ciswoman","no"
1195,100,"True","I am not currently associated with any of the above societies","Cell biology,Neuroscience,Pathology","","comfortable","comfortable","very comfortable",NA,NA,"","Woman","","White","","Yes","Lesbian or Gay","","Gender-queer or gender non-binary","","Higher than a Master’s degree (for example: PhD, MD, JD)","","No","","","A postdoctoral scholar","","R1 doctoral university","United States of America","Northeastern US","Yes",4,2,4,4,4,2,4,2,2,2,5,5,2,4,2,4,4,2,5,5,"Out","Out","Out","Out","Out",NA,NA,"Out","no","no","yes","","",9,7,NA,NA,NA,NA,NA,7,6,NA,NA,NA,NA,NA,2.25,4.33333333333333,2,"white","woman","woman","yes","yes","yes","postdoc","northeastUS","tgnc",NA,"yes"
1196,100,"True","I am not currently associated with any of the above societies","Marine biology","","neutral","neutral","comfortable",NA,"comfortable","I think any sense of discomfort stems from the leadership level (i.e., hesitancy to implement policies that promote inclusion and belonging). ","Man","","White","","Yes","Lesbian or Gay","","Cis-gender or I do not identify within the LGBTQ+ community as it relates to my gender identity","","Bachelor’s degree (for example: BA, BS)","","No","","","A graduate student","","R2 doctoral university","United States of America","Southeastern US","Yes",3,3,2,3,2,2,4,4,3,1,4,3,2,2,2,3,4,2,3,4,"Out","Out to a few","Out to a few","Out to most","Out to most",NA,NA,"Out to some","no","no","decline","","",7,8,NA,NA,NA,NA,NA,5.33333333333333,7,NA,NA,NA,NA,NA,3.25,3.08333333333333,2.375,"white","man","man","yes","yes","no","grad_student","southeastUS","cisman","cisman","no"
1197,100,"True","I am not currently associated with any of the above societies","Anatomy,Cell biology,Physiology","","neutral","very comfortable","very comfortable","comfortable",NA,"Departmental climate is overwhelmingly positive and tends towards inclusion, although there may be dissenting voices at times that may choose to not be vocal. Campus climate is a little more heterogeneous due to the breadth of backgrounds and attitudes across schools and disciplines, although my feeling of neutrality stems from a recent town hall regarding diversity and inclusion that left a lot up in the air.","Man","","Hispanic, Latin*, or Spanish origin","","Yes","Lesbian or Gay,Queer as it relates to my sexuality","","Cis-gender or I do not identify within the LGBTQ+ community as it relates to my gender identity","","Some college but no degree","","No","","","An assistant professor","","Master's college or university","United States of America","Northeastern US","No",5,2,3,4,4,2,4,3,2,2,5,3,2,4,2,4,4,2,4,4,"Out","Out","Out","Out","Out","Out","Out","Out","no","no","yes","'- Not limit pride celebrations, events, and communications to Pride Month (June)
- Expand representation opportunities and intentionally address the intersections of oppression within the organization (i.e. empower and advance the careers of queer people of color).
- Organize and empower task forces that can provide a vision for inclusion and anti-oppression work that leads to actionable items and policymaking at all levels of institutional, local, state, and federal governance levels.","'- expand opportunities for interaction between faculty, staff, and students that identify as LGBTQIA+ and promote community between these individuals
",9,10,NA,NA,NA,NA,NA,6,9.33333333333333,NA,NA,NA,NA,NA,3.5,4,2.125,"latinx","man","man","yes","yes","no","faculty","northeastUS","cisman","cisman","no"
1198,100,"True","I am not currently associated with any of the above societies","Microbiology","","very comfortable","uncomfortable","very comfortable",NA,NA,"The faculty in my department is predominantly older white male and many do not understand their role in making the environment feel welcoming and inclusive to others.","Man","","Hispanic, Latin*, or Spanish origin","","Yes","Lesbian or Gay","","Cis-gender or I do not identify within the LGBTQ+ community as it relates to my gender identity","","Higher than a Master’s degree (for example: PhD, MD, JD)","","No","","","An assistant professor","","R1 doctoral university","United States of America","Midwestern US","No",4,2,3,3,4,1,3,2,3,1,5,3,1,4,1,4,4,2,4,4,"Out","Out","Out","Out","Out","Out",NA,"Out","no","no","no","Explicitly acknowledge our LGBTQ+ community during pride month and conferences.  ","nothing in particular",7,8.33333333333333,NA,NA,NA,NA,NA,6,8.33333333333333,NA,NA,NA,NA,NA,4.25,3.75,1.625,"latinx","man","man","yes","yes","no","faculty","midwestUS","cisman","cisman","no"
1199,100,"True","American Society of Cell Biology (ASCB),Genetics Society of America (GSA)","Bioinformatics,Biotechnology,Cell biology,Developmental biology,Genetics,Molecular biology,Molecular genetics,Other, please describe","Crop Science and Genomics","very comfortable","comfortable","comfortable","very comfortable","comfortable","Since  I am going to be a PhD student at Seoul National University, language barrier is one of the major challeneges.","Man","","Asian","","Yes","Lesbian or Gay","","A gender that is not listed, please describe","Man","High school diploma or GED","","No","","","A graduate student","","Tribal college or university","South Korea","","",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Out","Out","Out to a few","Out to a few","Not out",NA,NA,"Out to most","decline","decline","decline","More orientation and perks for them.","More orientation to all and actual acceptance.",9,8.33333333333333,7.33333333333333,NA,9,NA,NA,9,9,8.66666666666667,NA,9,NA,NA,4,3,3,"asian","man","man","yes","yes","yes","grad_student","outsideUS","tgnc",NA,"yes"
1200,100,"True","I am not currently associated with any of the above societies","Bioinformatics,Entomology","","comfortable","comfortable","very comfortable",NA,NA,"I am the PI of my lab so I that is why I am ""very comfortable"" with the climate there.
I put NA for being an instructor because I have not taught a course at my current institution yet.","Man","","White","","Yes","Queer as it relates to my sexuality","","Cis-gender or I do not identify within the LGBTQ+ community as it relates to my gender identity","","Master’s degree (for example: MA, MS, MEd, MSW, MBA)","","No","","","An assistant professor","","R1 doctoral university","United States of America","Midwestern US","Yes",5,2,3,4,3,2,4,3,3,3,5,2,3,4,3,4,2,2,3,4,"Out","Not out","Not out","Out to some","Out to most","Out to a few","Out to a few","Out to some","no","no","no","If the atmosphere was more encouraging of people to be more unique in dress, style, and manner of speech,","If the atmosphere was more encouraging of people to be more unique in dress, style, and manner of speech,",7,9,NA,NA,NA,NA,NA,7.66666666666667,8.33333333333333,NA,NA,NA,NA,NA,3.25,3.58333333333333,2.625,"white","man","man","yes","yes","no","faculty","midwestUS","cisman","cisman","no"
1202,100,"True","I am not currently associated with any of the above societies","Marine biology","","uncomfortable","comfortable","comfortable",NA,NA,"The campus where I currently work is overwhelmingly religious, and I am acutely aware that their main organization is against queer “ideology.” Furthermore, I have less in common with the other members of my lab than they have with each other, which feels isolating at times.","Non-binary or gender fluid","","White","","Yes","Asexual/aromantic","","Gender-queer or gender non-binary","","Higher than a Master’s degree (for example: PhD, MD, JD)","","Yes","Mental health and/or psychological disability (e.g. bipolar disorder, depression),Hearing loss,Other, please describe","Autism","An undergraduate student","","R2 doctoral university","United States of America","Southeastern US","Yes",4,1,2,3,3,2,4,4,3,2,5,4,1,4,2,4,4,2,4,4,"Out","Out","Out to most","Out","Out",NA,NA,"Out","no","yes","no","Use more inclusive language.","Use more inclusive language.",5,9.33333333333333,NA,NA,NA,NA,NA,5.33333333333333,9,NA,NA,NA,NA,NA,2,3.75,2.125,"white","nonbinary/genderfluid","nonbinary","yes","yes","yes","undergrad","southeastUS","tgnc",NA,"yes"
1203,100,"True","I am not currently associated with any of the above societies","Immunology,Microbiology,Molecular biology","","comfortable","very comfortable","very comfortable",NA,"comfortable","I feel most comfortable within my lab and department, where we have clearly established a safe and welcome culture, compared to my institution as a whole, which tries to be neutral but thus does not portray a message of support.","Man","","White","","Yes","Lesbian or Gay","","Gender-queer or gender non-binary,Cis-gender or I do not identify within the LGBTQ+ community as it relates to my gender identity","","High school diploma or GED","","Decline to state","","","A graduate student","","R1 doctoral university","United States of America","Midwestern US","Yes",2,3,4,4,3,3,4,4,3,4,4,4,4,2,4,2,2,4,3,4,"Out","Out","Out","Out","Out",NA,NA,"Out","yes","yes","yes","Openly celebrate Pride by making statements or writing articles. Also, highlighting LGBTQ+ individuals in biology or STEM fields, in general, to show that it is a safe and welcome place to be. Displaying pride flags may seem like a small gesture but it really signifies safety and support.","Celebrate Pride and diversity in the workforce. My institution likes to play it safe by not ""taking sides"" but this really diminishes the message of support. All people from diverse backgrounds should be celebrated for their diversity, as it helps drive progress in the field. Making statements of support may seem like not taking enough action but even that would be more than not saying anything at all. In addition, actions such as sharing articles, holding events, or highlighting LGBTQ+ individuals and all the good work we are doing would help show that the institution values us.",8,8.33333333333333,NA,NA,NA,NA,NA,7.33333333333333,8.33333333333333,NA,NA,NA,NA,NA,1.75,3.16666666666667,3.625,"white","man","man","yes","yes","no","grad_student","midwestUS","cisman","cisman","no"
1205,100,"True","I am not currently associated with any of the above societies","Ecology,Marine biology","","comfortable","comfortable","very comfortable","very comfortable",NA,"","Man","","White","","Yes","Lesbian or Gay","","Cis-gender or I do not identify within the LGBTQ+ community as it relates to my gender identity","","Higher than a Master’s degree (for example: PhD, MD, JD)","","No","","","An associate professor","","R2 doctoral university","United States of America","Southwestern US","Yes",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"Out","Out","Out","Out","Out","Out to most","Out to some","Out","no","no","no","","",8,8,NA,NA,NA,NA,NA,6.33333333333333,7.33333333333333,NA,NA,NA,NA,NA,2.25,3,3,"white","man","man","yes","yes","no","faculty","southwestUS","cisman","cisman","no"
1206,100,"True","I am not currently associated with any of the above societies","Botany,Other, please describe","Horticultural Science","comfortable","very comfortable","very comfortable","comfortable",NA,"I feel very lucky to be a member of a department that includes several openly gay senior faculty, including my supervisor, as well as several gay graduate students. The overall culture of my department is very welcoming and openminded. ","Woman","","White","","Yes","Lesbian or Gay,Queer as it relates to my sexuality","","Cis-gender or I do not identify within the LGBTQ+ community as it relates to my gender identity","","Higher than a Master’s degree (for example: PhD, MD, JD)","","Yes","Learning disability (e.g. dyslexia),Mental health and/or psychological disability (e.g. bipolar disorder, depression)","","A non-tenure track faculty member or research staff","","R1 doctoral university","United States of America","Midwestern US","Yes",4,3,1,4,2,2,4,3,4,2,5,3,3,3,2,4,4,2,2,3,"Out","Out","Out","Out","Out",NA,"Out to some","Out","no","yes","yes","We could have some LGBTQ+ specific events, as reasonable times and with FREE FOOD. Societies need to put their money where their mouth is. At our last annual meeting for the American Society of Horticultural Science there was a session about DEI, but it took place at 7 in the morning and it wasn't clear whether it included breakfast. If societies are serious about these issues, they need to make sure sessions, workshops, working groups, etc. meet at accessible times and they need to do things like offer free food to actually incentivize people to show up.","My department works closely with another department that is MUCH less welcoming of LGBTQ+ individuals than my own. It would be great if there could be more cooperative events with the two departments to try and eke the other department along in terms of acceptance. The fact of the matter is that there are gay graduate students in my department who aren't out, not because of our own department, but because they have committee members who are in the other department and are fearful of their reactions.",10,8,NA,NA,NA,NA,NA,9.33333333333333,8,NA,NA,NA,NA,NA,3.25,3.25,2.625,"white","woman","woman","yes","yes","no","staff","midwestUS","ciswoman","ciswoman","no"
1207,100,"True","I am not currently associated with any of the above societies","Botany,Mycology,Other, please describe","Evolution & Systematics","uncomfortable","neutral","comfortable",NA,NA,"I think that my campus climate is inclusive and promotes diversity. However, they tend to homogenize everyone such that there is no CELEBRATION of diversity. There are few social activities/clubs for identity groups (racial, ethnic, or LGBTQ) so we don't really get to hang out with our own ""tribe"". For example I just learned the guy in the lab across the hall is gay after working here for 5 years. There's no real sense of community within identity groups. Moreover, the few LGBTQ activities that DO happen at our university are overwhelmingly attended by trans and non-binary folk; gay and lesbian employees and students don't feel like we belong in those spaces.","Man","","White","","Yes","Lesbian or Gay","","Cis-gender or I do not identify within the LGBTQ+ community as it relates to my gender identity","","Bachelor’s degree (for example: BA, BS)","","No","","","A non-tenure track faculty member or research staff","","R3 doctoral university","United States of America","Southeastern US","Yes",4,2,4,4,2,2,4,2,2,2,4,3,2,4,2,5,4,2,4,4,"Out","Out","Out","Out","Out",NA,NA,"Out","no","no","no","Have more LGBTQ socials/activities; and, activities for same-sex spouses (tourism of gay destinations and businesses) during annual conferences.","Have more LGBTQ socials/activities. ",8,5.66666666666667,NA,NA,NA,NA,NA,7.66666666666667,6.66666666666667,NA,NA,NA,NA,NA,5,3.83333333333333,2,"white","man","man","yes","yes","no","staff","southeastUS","cisman","cisman","no"
1208,100,"True","I am not currently associated with any of the above societies","Biochemistry,Biophysics,Molecular biology","","comfortable","very comfortable","very comfortable","very comfortable","comfortable","","Non-binary or gender fluid","","White","","Yes","Queer as it relates to my sexuality","","Transgender man,Gender-queer or gender non-binary","","Master’s degree (for example: MA, MS, MEd, MSW, MBA)","","Yes","Learning disability (e.g. dyslexia),Mental health and/or psychological disability (e.g. bipolar disorder, depression)","","A graduate student","","R1 doctoral university","United States of America","Northeastern US","Yes",4,2,4,4,5,2,4,2,1,1,5,5,1,4,1,3,4,4,4,3,"Out",NA,NA,"Out to most","Out",NA,"Out","Out","yes","yes","yes","commit to not hold conferences in hostile areas","honestly unsure",9.66666666666667,5,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,1.75,4.08333333333333,1.75,"white","nonbinary/genderfluid","nonbinary","yes","yes","yes","grad_student","northeastUS","tgnc",NA,"yes"
1210,100,"True","I am not currently associated with any of the above societies","Genetics,Microbiology,Molecular biology,Molecular genetics","","comfortable","comfortable","comfortable","comfortable","comfortable","","Woman","","White","","Yes","Bisexual","","Cis-gender or I do not identify within the LGBTQ+ community as it relates to my gender identity","","Master’s degree (for example: MA, MS, MEd, MSW, MBA)","","No","","","A graduate student","","Decline to state","United Kingdom of Great Britain and Northern Ireland","","",4,2,4,4,4,1,4,3,3,3,5,4,3,4,1,5,4,1,5,4,"Out to most","Out to a few","Out to a few","Out to some","Out to some",NA,NA,NA,"no","no","no","","",8.33333333333333,9,NA,NA,NA,NA,NA,10,9.33333333333333,NA,NA,NA,NA,NA,5,4.25,2.125,"white","woman","woman","yes","yes","no","grad_student","outsideUS","ciswoman","ciswoman","no"
1211,100,"True","I am not currently associated with any of the above societies","Embryology,Immunology,Molecular biology,Mycology,Parasitology,Pathology","","very comfortable","very comfortable","very comfortable",NA,NA,"i got no problems with anyone.","Man","","Hispanic, Latin*, or Spanish origin","","No","","","","","Higher than a Master’s degree (for example: PhD, MD, JD)","","No","","","Other, please describe","researcher","Decline to state","United States of America","Southeastern US","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","",9,9,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,"latinx","man","man","no","no",NA,"other","southeastUS","cisman","cisman","no"
1212,100,"True","I am not currently associated with any of the above societies","Ecology,Zoology","","comfortable","very comfortable","very comfortable","very comfortable","comfortable","I feel generally comfortable in most settings, in the classroom particularly, being open about my identity has helped other LGBTQIA+ students to relate and open to me, which has made me a valued instructor in my department. ","Woman","","White","","Yes","Lesbian or Gay","","Questioning","","Some college but no degree","","No","","","A graduate student","","R1 doctoral university","United States of America","Southeastern US","No",3,3,3,2,3,3,3,4,3,2,4,4,3,4,2,2,3,4,2,3,"Out","Out to a few","Not out","Out to some","Out",NA,"Out","Out to most","yes","yes","no","Societies need to be educated on our identities. There are many people who are genuinely kind but assume our partner's gender or misgender trans and NB people out of shear habit, and don't always see why that might be hurtful. ","Education for all faculty and staff is a start, but sanctions need to be applied when individuals misbehave due to someone's identity/orientation. There have been reports of homophobia/transphobia from faculty members in my department, that were never aknowledged or acted upon. LGBTQIA+ people keep relying on a whisper network to help guide students towards accepting mentors, which may not be available for newly out/questioning individuals.",5.66666666666667,5.33333333333333,NA,NA,NA,NA,NA,3.33333333333333,7.33333333333333,NA,NA,NA,NA,NA,2.5,3,3,"white","woman","woman","yes","yes","yes","grad_student","southeastUS","tgnc",NA,"yes"
1213,100,"True","I am not currently associated with any of the above societies","Anatomy,Physiology","","very comfortable","very comfortable","very comfortable","comfortable",NA,"Started as an assistant professor 2 months ago in a primarily undergrad institution. Everyone in my department is very accepting of non-traditional lifestyles. We have multiple LGBTQ+ faculty who are open about themselves. Each department and the college as a whole make DEI initiatives a priority. The only minor concern is that I have students who are fairly religious and I have some worry about their acceptance in general. However, as I teach graduate level anatomy for physician assistants, I make mention that they cannot choose their patients and each patient deserves respectful and dignified medical care from their providers. It has yet to become an issue with any of my students.","Man","","White","","Yes","Lesbian or Gay","","Cis-gender or I do not identify within the LGBTQ+ community as it relates to my gender identity","","Bachelor’s degree (for example: BA, BS)","","No","","","An assistant professor","","Master's college or university","United States of America","Midwestern US","Yes",5,1,5,5,5,1,5,1,1,1,5,5,1,5,1,4,5,3,3,3,"Out","Out","Out","Out",NA,"Out","Out","Out","no","no","yes","One of my societies is just apprehensive to change in general, not specifically to LGBTQ+ identities, although also including LGBTQ+ identities. There are multiple great people in that society fighting for that change, but the older generation is pushing back all the time. That society could listen to their members and enact reasonable changes to membership criteria and expectations to allow for a more diverse membership not just with LGBTQ+ members, but also with people of color and other historically marginalized groups.

Two other societies I am a part of are fantastic with regard to LGBTQ+ inclusion. I feel as much a part of the society as anyone else.","Nothing immediately comes to mind. Admittedly, I have only been in my current role for two months and during the summer when the majority of faculty are not in the office. So I may be getting a somewhat limited view.",10,10,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,5.5,4.58333333333333,1.25,"white","man","man","yes","yes","no","faculty","midwestUS","cisman","cisman","no"
1214,100,"True","I am not currently associated with any of the above societies","Entomology,Zoology","","comfortable","very comfortable","very comfortable",NA,NA,"For the most part people I work with and the area I work in are very accepting and progressive in being inclusive. However, there are times where people can be a bit exclusive unknowingly in their language, or actions, or have a hard time using preferred pronouns.","Non-binary or gender fluid","","White","","Yes","Lesbian or Gay","","Gender-queer or gender non-binary","","Some college but no degree","","No","","","Employed in a government position","","I do not work at an academic institution","Canada","","",4,1,4,4,4,2,4,5,2,1,4,4,1,4,2,3,4,2,4,4,"Out","Out","Out","Out","Out","Out","Out","Out","yes","no","yes","Respect preferred pronouns that have been used for over a year, and respect and don't discredit queer experiences.","Become more aware of queer experiences and be more understanding.",9.33333333333333,9.33333333333333,NA,NA,NA,NA,NA,8.33333333333333,10,NA,NA,NA,NA,NA,4,3.91666666666667,2,"white","nonbinary/genderfluid","nonbinary","yes","yes","yes","government","outsideUS","tgnc",NA,"yes"
1216,100,"True","I am not currently associated with any of the above societies","Genetics,Molecular biology,Neuroscience","","comfortable","comfortable","very comfortable",NA,"comfortable","I feel that the climate is generally one of inclusion and attempting to be respectful of everyone.","Agender","","White","","Yes","Asexual/aromantic","","Agender","","Bachelor’s degree (for example: BA, BS)","","No","","","A graduate student","","R2 doctoral university","United States of America","Midwestern US","Yes",4,2,4,4,4,2,4,2,2,2,5,4,2,4,2,3,4,2,4,4,"Out to most","Out","Not out","Out to a few","Out to some",NA,NA,"Out to some","no","yes","no","","",9,9,NA,NA,NA,NA,NA,7.33333333333333,8,NA,NA,NA,NA,NA,2.5,4,2,"white","agender","nonbinary","yes","yes","yes","grad_student","midwestUS","tgnc",NA,"yes"
1217,100,"True","I am not currently associated with any of the above societies","Ecology,Zoology,Other, please describe","Behavior","neutral","very comfortable","very comfortable","very comfortable",NA,"I feel very comfortable within my actual workplace. The broader University has a good reputation of community but fails to actually take action until demanded to. ","Woman","","White","","Yes","Queer as it relates to my sexuality","","Cis-gender or I do not identify within the LGBTQ+ community as it relates to my gender identity","","Higher than a Master’s degree (for example: PhD, MD, JD)","","No","","","A graduate student","","R1 doctoral university","United States of America","Midwestern US","Yes",5,2,5,5,5,1,5,4,2,1,5,5,1,5,2,2,4,1,4,4,"Out","Out","Out","Out","Out",NA,"Out to most","Out","no","yes","yes","Just keep talking about it/including us. Make it so its normal. ","Address issues when they arise of their own volition. ",8.66666666666667,8.66666666666667,NA,NA,NA,NA,NA,7.66666666666667,9.66666666666667,NA,NA,NA,NA,NA,4.75,4.5,1.75,"white","woman","woman","yes","yes","no","grad_student","midwestUS","ciswoman","ciswoman","no"
1218,100,"True","I am not currently associated with any of the above societies","Bioinformatics,Ecology,Genetics,Molecular biology,Neuroscience,Zoology","","comfortable","comfortable","very comfortable","very comfortable","very comfortable","I feel that I am valued in my specific relationships with mentors and mentees, but the broader community less so. ","Man","","White","","Yes","Lesbian or Gay","","Cis-gender or I do not identify within the LGBTQ+ community as it relates to my gender identity","","Some college but no degree","","Yes","Chronic health condition (e.g. cancer, diabetes)","","A postdoctoral scholar","","R2 doctoral university","United States of America","Midwestern US","Yes",3,2,4,4,4,1,4,3,2,5,5,4,2,3,2,3,4,4,4,3,"Out","Out","Out","Out to most","Out",NA,"Out","Out","no","no","no","Pronoun identification, having targeted workshops, mentorship/community groups. ","",6.33333333333333,8,NA,NA,NA,NA,NA,6,8.66666666666667,NA,NA,NA,NA,NA,1.75,3.75,2.625,"white","man","man","yes","yes","no","postdoc","midwestUS","cisman","cisman","no"
1219,100,"True","I am not currently associated with any of the above societies","Bioinformatics,Cell biology,Genetics,Molecular biology,Molecular genetics,Neuroscience,Other, please describe","Toxicology","comfortable","comfortable","very comfortable","comfortable",NA,"","Woman","","Hispanic, Latin*, or Spanish origin","","Yes","Lesbian or Gay,Bisexual,Pansexual","","Cis-gender or I do not identify within the LGBTQ+ community as it relates to my gender identity","","Bachelor’s degree (for example: BA, BS)","","No","","","An assistant professor","","R1 doctoral university","","","",4,3,2,3,3,4,3,4,4,4,4,3,3,2,2,4,3,4,4,4,"Out","Out","Out","Out","Out","Out","Out","Out","no","yes","yes","","",7,8,NA,NA,NA,NA,NA,7.66666666666667,9.33333333333333,NA,NA,NA,NA,NA,2,3.25,3.5,"latinx","woman","woman","yes","yes","no","faculty",NA,"ciswoman","ciswoman","no"
1220,100,"True","I am not currently associated with any of the above societies","Ecology,Marine biology","","comfortable","neutral","comfortable",NA,"neutral","","Woman","","Hispanic, Latin*, or Spanish origin","","Yes","Queer as it relates to my sexuality,Asexual/aromantic","","Questioning","","Higher than a Master’s degree (for example: PhD, MD, JD)","","Decline to state","","","A graduate student","","R2 doctoral university","United States of America","Northeastern US","Yes",3,3,3,3,3,2,4,4,2,2,4,4,2,3,3,2,4,2,3,3,"Out","Out to a few","Not out","Out to most","Out",NA,NA,NA,"no","yes","yes","Start affinity groups, include pronouns on nametags and speaker bios for conferences ","Participate in outreach to the LGBTQ+ community",7.33333333333333,5,NA,NA,NA,NA,NA,5.33333333333333,6,NA,NA,NA,NA,NA,1.25,3.25,2.5,"latinx","woman","woman","yes","yes","yes","grad_student","northeastUS","tgnc",NA,"yes"
1222,100,"True","I am not currently associated with any of the above societies","Microbiology","","comfortable","comfortable","very comfortable",NA,NA,"I am part of the EDI committee and it is very bureaucratic and difficult to solve issues that come up.","Woman","","White","","Yes","Bisexual","","Cis-gender or I do not identify within the LGBTQ+ community as it relates to my gender identity","","Bachelor’s degree (for example: BA, BS)","","Yes","Learning disability (e.g. dyslexia),Mental health and/or psychological disability (e.g. bipolar disorder, depression),Chronic health condition (e.g. cancer, diabetes)","","A graduate student","","I do not work at an academic institution","United Kingdom of Great Britain and Northern Ireland","","",4,2,4,4,4,1,4,4,1,1,5,3,2,3,2,4,4,3,4,4,"Out","Out",NA,"Out","Out",NA,NA,"Out","no","no","no","","",10,8,NA,NA,NA,NA,NA,8,7.66666666666667,NA,NA,NA,NA,NA,4.25,3.91666666666667,2,"white","woman","woman","yes","yes","no","grad_student","outsideUS","ciswoman","ciswoman","no"
1223,100,"True","I am not currently associated with any of the above societies","Bioinformatics,Ecology,Systems biology","","uncomfortable","uncomfortable","uncomfortable",NA,NA,"I am frequently misgendered at work and do not feel comfortable being particularly open about my gender and sexuality. Everyone has good intentions that I know of, and but not much of an effort is made toward real inclusion.","Non-binary or gender fluid","","White","","Yes","Queer as it relates to my sexuality,Pansexual","","Gender-queer or gender non-binary","","Higher than a Master’s degree (for example: PhD, MD, JD)","","Yes","Mental health and/or psychological disability (e.g. bipolar disorder, depression)","","A graduate student","","R1 doctoral university","United States of America","Southeastern US","Yes",4,3,1,2,1,4,2,5,3,2,4,2,3,4,2,3,3,3,4,4,"Out","Out","Not out","Out to a few","Out to a few",NA,NA,"Out to some","yes","no","yes","N/A","Make a more active effort on both an institutional AND individual level to be educated about the lived realities of LGBTQ+ people and take personal responsibility for creating an inclusive space. ",4.33333333333333,8.33333333333333,NA,NA,NA,NA,NA,7.33333333333333,9.33333333333333,NA,NA,NA,NA,NA,2.5,2.83333333333333,3.125,"white","nonbinary/genderfluid","nonbinary","yes","yes","yes","grad_student","southeastUS","tgnc",NA,"yes"
